Timestamp,acc68X,acc68Y,acc68Z,acc69X,acc69Y,acc69Z
1748188776.427316,-0.02734375,-0.0908203125,-1.03564453125,0.26025390625,0.97314453125,-0.03369140625
1748188776.4798603,-0.0283203125,-0.08935546875,-1.03759765625,0.2666015625,0.98681640625,-0.037109375
1748188776.532423,-0.02587890625,-0.08935546875,-1.04248046875,0.26953125,0.98779296875,-0.04248046875
1748188776.5849743,-0.02490234375,-0.09033203125,-1.05126953125,0.26611328125,0.98779296875,-0.03515625
1748188776.6374817,-0.02294921875,-0.08984375,-1.04638671875,0.26708984375,0.9912109375,-0.03564453125
1748188776.690299,-0.03173828125,-0.08935546875,-1.04736328125,0.26171875,0.974609375,-0.02197265625
1748188776.7430453,-0.0302734375,-0.0908203125,-1.0458984375,0.25830078125,0.9853515625,-0.021484375
1748188776.79567,-0.0283203125,-0.0849609375,-1.0439453125,0.26025390625,0.97216796875,-0.0322265625
1748188776.8482964,-0.0283203125,-0.0966796875,-1.05078125,0.251953125,0.97705078125,-0.02783203125
1748188776.9008787,-0.03173828125,-0.0927734375,-1.05322265625,0.25830078125,0.98974609375,-0.0341796875
1748188776.9535086,-0.03759765625,-0.09033203125,-1.05810546875,0.25830078125,0.982421875,-0.0341796875
1748188777.006106,-0.03564453125,-0.09716796875,-1.05126953125,0.2490234375,0.9794921875,-0.03857421875
1748188777.0586803,-0.0361328125,-0.09033203125,-1.0458984375,0.24951171875,0.97509765625,-0.033203125
1748188777.1112442,-0.03564453125,-0.08984375,-1.0439453125,0.25146484375,0.97265625,-0.03857421875
1748188777.1638331,-0.0439453125,-0.09375,-1.0537109375,0.2470703125,0.98193359375,-0.0283203125
1748188777.2164357,-0.0390625,-0.09521484375,-1.0546875,0.24560546875,0.98974609375,-0.0380859375
1748188777.2690368,-0.03759765625,-0.09814453125,-1.06005859375,0.24853515625,0.978515625,-0.0302734375
1748188777.3216484,-0.0390625,-0.09423828125,-1.0556640625,0.2470703125,0.98828125,-0.03125
1748188777.374305,-0.03955078125,-0.09326171875,-1.048828125,0.2470703125,0.97705078125,-0.03564453125
1748188777.427568,-0.03466796875,-0.09716796875,-1.05126953125,0.24658203125,0.97216796875,-0.02734375
1748188777.4809978,-0.03955078125,-0.0927734375,-1.0400390625,0.244140625,0.9736328125,-0.03125
1748188777.5338407,-0.03466796875,-0.0947265625,-1.044921875,0.25390625,0.97216796875,-0.02734375
1748188777.586813,-0.0361328125,-0.0947265625,-1.056640625,0.25830078125,0.9921875,-0.03076171875
1748188777.6396954,-0.029296875,-0.09375,-1.0517578125,0.2548828125,0.98681640625,-0.0400390625
1748188777.692375,-0.03076171875,-0.08837890625,-1.04345703125,0.24951171875,0.97412109375,-0.029296875
1748188777.745018,-0.0302734375,-0.0908203125,-1.04150390625,0.259765625,0.98193359375,-0.029296875
1748188777.7976136,-0.02978515625,-0.0927734375,-1.04150390625,0.26220703125,0.978515625,-0.0400390625
1748188777.8501852,-0.03125,-0.0947265625,-1.04150390625,0.25927734375,0.974609375,-0.02734375
1748188777.9028661,-0.02880859375,-0.0888671875,-1.0439453125,0.263671875,0.99462890625,-0.03173828125
1748188777.9554765,-0.02734375,-0.0888671875,-1.05029296875,0.2646484375,0.98974609375,-0.03369140625
1748188778.0081694,-0.0283203125,-0.0947265625,-1.05078125,0.2626953125,0.98095703125,-0.03564453125
1748188778.0607946,-0.029296875,-0.0927734375,-1.03369140625,0.26416015625,0.9873046875,-0.0400390625
1748188778.1134195,-0.0263671875,-0.08642578125,-1.041015625,0.26171875,0.98095703125,-0.04150390625
1748188778.1660352,-0.02587890625,-0.09326171875,-1.04736328125,0.26171875,0.97802734375,-0.02978515625
1748188778.2188582,-0.02490234375,-0.08935546875,-1.04638671875,0.267578125,0.990234375,-0.0283203125
1748188778.2717752,-0.0234375,-0.09033203125,-1.0537109375,0.26708984375,0.9892578125,-0.0419921875
1748188778.324539,-0.02783203125,-0.091796875,-1.0478515625,0.26953125,0.99365234375,-0.02685546875
1748188778.3772285,-0.0224609375,-0.091796875,-1.046875,0.263671875,0.98876953125,-0.037109375
1748188778.4871378,-0.03076171875,-0.0888671875,-1.0341796875,0.25830078125,0.9765625,-0.03515625
1748188778.5405035,-0.03076171875,-0.09619140625,-1.046875,0.26025390625,0.9814453125,-0.03271484375
1748188778.5935628,-0.0322265625,-0.091796875,-1.0478515625,0.255859375,0.98828125,-0.0322265625
1748188778.6464765,-0.03564453125,-0.09619140625,-1.0537109375,0.25341796875,0.9892578125,-0.0263671875
1748188778.6990905,-0.03515625,-0.0947265625,-1.052734375,0.2529296875,0.98095703125,-0.0322265625
1748188778.7518182,-0.03662109375,-0.0927734375,-1.04296875,0.25048828125,0.97900390625,-0.0302734375
1748188778.804425,-0.03759765625,-0.0947265625,-1.046875,0.24951171875,0.9775390625,-0.03076171875
1748188778.8569968,-0.0390625,-0.09716796875,-1.04931640625,0.25146484375,0.9814453125,-0.0224609375
1748188778.9096093,-0.03515625,-0.09130859375,-1.04931640625,0.2470703125,0.986328125,-0.03515625
1748188778.9621933,-0.037109375,-0.09375,-1.05419921875,0.25048828125,0.982421875,-0.03125
1748188779.0147781,-0.0380859375,-0.09814453125,-1.05908203125,0.25048828125,0.97900390625,-0.03076171875
1748188779.0673475,-0.041015625,-0.0947265625,-1.04931640625,0.251953125,0.97998046875,-0.03076171875
1748188779.1199496,-0.0380859375,-0.09521484375,-1.05078125,0.24951171875,0.9697265625,-0.0322265625
1748188779.1725745,-0.03955078125,-0.0966796875,-1.04345703125,0.24755859375,0.97119140625,-0.029296875
1748188779.225148,-0.03662109375,-0.09375,-1.04296875,0.24951171875,0.97900390625,-0.03125
1748188779.2777178,-0.03466796875,-0.09521484375,-1.052734375,0.255859375,0.9873046875,-0.03515625
1748188779.3303013,-0.03466796875,-0.09375,-1.0517578125,0.25390625,0.986328125,-0.0322265625
1748188779.3831093,-0.03662109375,-0.0947265625,-1.048828125,0.2548828125,0.9833984375,-0.03173828125
1748188779.4362407,-0.03173828125,-0.0927734375,-1.0419921875,0.25341796875,0.97509765625,-0.02880859375
1748188779.488993,-0.03173828125,-0.09375,-1.04052734375,0.25830078125,0.9833984375,-0.03173828125
1748188779.541704,-0.02587890625,-0.08642578125,-1.03466796875,0.2587890625,0.98095703125,-0.03369140625
1748188779.5943098,-0.02490234375,-0.0927734375,-1.0439453125,0.2578125,0.97900390625,-0.03759765625
1748188779.6468825,-0.0283203125,-0.09619140625,-1.04345703125,0.26708984375,0.9921875,-0.03857421875
1748188779.6995654,-0.0244140625,-0.0888671875,-1.04296875,0.26220703125,0.98779296875,-0.03759765625
1748188779.7522023,-0.0224609375,-0.08984375,-1.041015625,0.265625,0.9775390625,-0.03173828125
1748188779.8047862,-0.0283203125,-0.08349609375,-1.03271484375,0.26904296875,0.9853515625,-0.0244140625
1748188779.8573596,-0.0263671875,-0.0869140625,-1.03466796875,0.26611328125,0.982421875,-0.0361328125
1748188779.90996,-0.02734375,-0.09130859375,-1.0458984375,0.26513671875,0.97705078125,-0.03564453125
1748188779.9625957,-0.0263671875,-0.091796875,-1.04931640625,0.27001953125,0.9970703125,-0.0283203125
1748188780.0152154,-0.0283203125,-0.09130859375,-1.041015625,0.26708984375,0.9921875,-0.041015625
1748188780.0679042,-0.029296875,-0.09228515625,-1.046875,0.2587890625,0.9765625,-0.03662109375
1748188780.1204774,-0.03125,-0.09326171875,-1.041015625,0.2607421875,0.9853515625,-0.03564453125
1748188780.1730208,-0.02880859375,-0.0869140625,-1.04150390625,0.259765625,0.9765625,-0.037109375
1748188780.225576,-0.03466796875,-0.095703125,-1.044921875,0.25537109375,0.97607421875,-0.03076171875
1748188780.2783458,-0.03125,-0.09326171875,-1.0478515625,0.26220703125,0.98828125,-0.037109375
1748188780.331784,-0.033203125,-0.091796875,-1.05419921875,0.25830078125,0.98583984375,-0.033203125
1748188780.3844779,-0.03759765625,-0.09619140625,-1.05615234375,0.2509765625,0.97998046875,-0.0302734375
1748188780.4369903,-0.03515625,-0.09033203125,-1.05517578125,0.25244140625,0.97705078125,-0.02880859375
1748188780.4894404,-0.0361328125,-0.08935546875,-1.04345703125,0.25,0.9755859375,-0.0341796875
1748188780.5420535,-0.0361328125,-0.0947265625,-1.0498046875,0.24755859375,0.97412109375,-0.0244140625
1748188780.5946317,-0.03759765625,-0.095703125,-1.05078125,0.2509765625,0.98583984375,-0.02783203125
1748188780.6472666,-0.037109375,-0.09375,-1.05078125,0.25146484375,0.9833984375,-0.03369140625
1748188780.6997848,-0.03857421875,-0.09814453125,-1.05126953125,0.2548828125,0.98876953125,-0.01953125
1748188780.7524817,-0.03662109375,-0.09375,-1.04443359375,0.25146484375,0.98291015625,-0.02880859375
1748188780.8051252,-0.03759765625,-0.09375,-1.04833984375,0.24853515625,0.96923828125,-0.0302734375
1748188780.857731,-0.04052734375,-0.09130859375,-1.044921875,0.2529296875,0.97802734375,-0.02490234375
1748188780.9102468,-0.03662109375,-0.08935546875,-1.05126953125,0.24853515625,0.97705078125,-0.0361328125
1748188780.9629138,-0.03173828125,-0.09423828125,-1.0517578125,0.25341796875,0.9775390625,-0.0361328125
1748188781.015428,-0.033203125,-0.09326171875,-1.048828125,0.25439453125,0.99658203125,-0.02734375
1748188781.0680187,-0.03369140625,-0.09228515625,-1.052734375,0.25537109375,0.9814453125,-0.03564453125
1748188781.1205037,-0.03173828125,-0.09375,-1.0419921875,0.25244140625,0.97265625,-0.025390625
1748188781.1729395,-0.0361328125,-0.09423828125,-1.04638671875,0.2607421875,0.986328125,-0.02734375
1748188781.2254071,-0.0283203125,-0.091796875,-1.0419921875,0.25537109375,0.978515625,-0.04296875
1748188781.2779155,-0.02880859375,-0.0927734375,-1.0439453125,0.2568359375,0.98046875,-0.03125
1748188781.3304446,-0.025390625,-0.09130859375,-1.052734375,0.26708984375,0.98974609375,-0.033203125
1748188781.3828986,-0.02685546875,-0.09033203125,-1.04443359375,0.26611328125,0.990234375,-0.041015625
1748188781.4353511,-0.02685546875,-0.09130859375,-1.04443359375,0.26318359375,0.97900390625,-0.03369140625
1748188781.4877954,-0.02294921875,-0.08935546875,-1.03466796875,0.26708984375,0.98486328125,-0.03369140625
1748188781.540306,-0.02490234375,-0.08837890625,-1.0302734375,0.263671875,0.97998046875,-0.037109375
1748188781.5928845,-0.02294921875,-0.09130859375,-1.0380859375,0.2685546875,0.98583984375,-0.02783203125
1748188781.6454866,-0.0263671875,-0.08984375,-1.04248046875,0.2705078125,0.9921875,-0.03369140625
1748188781.6979167,-0.02392578125,-0.0908203125,-1.04833984375,0.26611328125,0.984375,-0.03564453125
1748188781.750435,-0.029296875,-0.08935546875,-1.05126953125,0.26611328125,0.9873046875,-0.03564453125
1748188781.8029296,-0.02685546875,-0.08935546875,-1.03076171875,0.2548828125,0.9814453125,-0.025390625
1748188781.8554811,-0.02734375,-0.09228515625,-1.0478515625,0.25830078125,0.9755859375,-0.03125
1748188781.9079576,-0.02880859375,-0.09228515625,-1.041015625,0.26171875,0.98388671875,-0.0302734375
1748188781.9604557,-0.03125,-0.09130859375,-1.04443359375,0.25927734375,0.9853515625,-0.03759765625
1748188782.012892,-0.03271484375,-0.095703125,-1.0498046875,0.2568359375,0.9833984375,-0.033203125
1748188782.0653288,-0.0361328125,-0.09326171875,-1.0537109375,0.2607421875,0.98583984375,-0.03125
1748188782.1177962,-0.03369140625,-0.08935546875,-1.0478515625,0.2578125,0.98046875,-0.037109375
1748188782.170463,-0.03564453125,-0.09619140625,-1.04150390625,0.2490234375,0.97265625,-0.03271484375
1748188782.2230415,-0.0361328125,-0.0927734375,-1.04833984375,0.251953125,0.9833984375,-0.0283203125
1748188782.2755525,-0.04150390625,-0.09228515625,-1.0517578125,0.24853515625,0.98388671875,-0.033203125
1748188782.328174,-0.03759765625,-0.09765625,-1.0546875,0.2490234375,0.98193359375,-0.02880859375
1748188782.3807657,-0.0380859375,-0.09521484375,-1.052734375,0.25048828125,0.98779296875,-0.033203125
1748188782.4333768,-0.0380859375,-0.0927734375,-1.05615234375,0.251953125,0.9794921875,-0.03076171875
1748188782.485832,-0.04052734375,-0.09716796875,-1.052734375,0.24951171875,0.97607421875,-0.03173828125
1748188782.5382545,-0.04150390625,-0.09375,-1.052734375,0.24658203125,0.97412109375,-0.0322265625
1748188782.590692,-0.03515625,-0.09619140625,-1.04345703125,0.24560546875,0.97802734375,-0.029296875
1748188782.6431074,-0.037109375,-0.095703125,-1.05517578125,0.25146484375,0.98095703125,-0.029296875
1748188782.6956007,-0.03125,-0.095703125,-1.05078125,0.25830078125,0.984375,-0.03125
1748188782.748179,-0.03173828125,-0.09423828125,-1.048828125,0.255859375,0.986328125,-0.0380859375
1748188782.800675,-0.03857421875,-0.095703125,-1.044921875,0.25634765625,0.98388671875,-0.02685546875
1748188782.8531463,-0.03369140625,-0.09326171875,-1.0380859375,0.25830078125,0.98291015625,-0.02783203125
1748188782.9056048,-0.03076171875,-0.09130859375,-1.03466796875,0.25732421875,0.97412109375,-0.02880859375
1748188782.9582202,-0.0361328125,-0.09130859375,-1.0498046875,0.259765625,0.982421875,-0.0302734375
1748188783.010836,-0.02783203125,-0.08935546875,-1.04931640625,0.26123046875,0.98876953125,-0.03955078125
1748188783.0633364,-0.025390625,-0.0947265625,-1.041015625,0.25927734375,0.982421875,-0.0341796875
1748188783.115959,-0.02783203125,-0.091796875,-1.04248046875,0.27099609375,0.99169921875,-0.03857421875
1748188783.168469,-0.02978515625,-0.0908203125,-1.03369140625,0.26318359375,0.98486328125,-0.046875
1748188783.2210963,-0.0224609375,-0.091796875,-1.0419921875,0.26171875,0.97265625,-0.0322265625
1748188783.2735918,-0.02734375,-0.08837890625,-1.0341796875,0.26806640625,0.98828125,-0.0361328125
1748188783.3260465,-0.02734375,-0.0869140625,-1.0439453125,0.265625,0.98583984375,-0.0380859375
1748188783.3785188,-0.0244140625,-0.0908203125,-1.041015625,0.2646484375,0.9833984375,-0.03466796875
1748188783.431014,-0.025390625,-0.091796875,-1.03759765625,0.267578125,0.98681640625,-0.0322265625
1748188783.4836278,-0.03173828125,-0.08642578125,-1.0419921875,0.25927734375,0.98388671875,-0.0380859375
1748188783.536204,-0.02392578125,-0.09375,-1.03955078125,0.2587890625,0.9765625,-0.0283203125
1748188783.5888896,-0.03271484375,-0.0888671875,-1.03515625,0.25634765625,0.9814453125,-0.03955078125
1748188783.641597,-0.03076171875,-0.09033203125,-1.05419921875,0.25732421875,0.9853515625,-0.0380859375
1748188783.6940744,-0.0341796875,-0.0947265625,-1.046875,0.26123046875,0.98876953125,-0.03466796875
1748188783.7466643,-0.033203125,-0.09521484375,-1.05126953125,0.2578125,0.98486328125,-0.0419921875
1748188783.7992043,-0.033203125,-0.095703125,-1.05224609375,0.2529296875,0.97802734375,-0.03515625
1748188783.8517244,-0.03857421875,-0.0986328125,-1.04345703125,0.2529296875,0.9794921875,-0.03125
1748188783.904328,-0.03369140625,-0.09130859375,-1.04541015625,0.2529296875,0.98046875,-0.033203125
1748188783.956858,-0.03515625,-0.09619140625,-1.04736328125,0.2509765625,0.9755859375,-0.041015625
1748188784.0094068,-0.0361328125,-0.095703125,-1.0556640625,0.25048828125,0.9892578125,-0.02783203125
1748188784.0618768,-0.03515625,-0.09375,-1.052734375,0.248046875,0.9892578125,-0.03515625
1748188784.1143968,-0.0380859375,-0.09423828125,-1.05126953125,0.24658203125,0.97900390625,-0.02880859375
1748188784.1670055,-0.03857421875,-0.099609375,-1.05126953125,0.25146484375,0.98095703125,-0.02734375
1748188784.2195086,-0.03369140625,-0.09228515625,-1.0458984375,0.24560546875,0.9765625,-0.0322265625
1748188784.2719755,-0.03857421875,-0.09619140625,-1.041015625,0.24853515625,0.97705078125,-0.03662109375
1748188784.3245766,-0.03564453125,-0.09716796875,-1.05126953125,0.2568359375,0.98388671875,-0.02490234375
1748188784.377183,-0.0361328125,-0.09521484375,-1.05712890625,0.251953125,0.98486328125,-0.0341796875
1748188784.4297602,-0.0361328125,-0.09765625,-1.05908203125,0.2548828125,0.9794921875,-0.03173828125
1748188784.4823654,-0.03515625,-0.09375,-1.0478515625,0.25927734375,0.990234375,-0.03515625
1748188784.5355158,-0.02978515625,-0.09326171875,-1.04150390625,0.25537109375,0.9794921875,-0.0390625
1748188784.5881262,-0.02734375,-0.09228515625,-1.05126953125,0.25390625,0.9736328125,-0.02880859375
1748188784.6407123,-0.03173828125,-0.09130859375,-1.046875,0.2646484375,0.98486328125,-0.0400390625
1748188784.6932557,-0.0283203125,-0.08935546875,-1.0458984375,0.265625,0.98876953125,-0.03125
1748188784.745792,-0.02978515625,-0.0927734375,-1.0478515625,0.26318359375,0.982421875,-0.03125
1748188784.79848,-0.02685546875,-0.0908203125,-1.046875,0.265625,0.99072265625,-0.02734375
1748188784.8511722,-0.029296875,-0.091796875,-1.041015625,0.26513671875,0.9814453125,-0.03759765625
1748188784.9038017,-0.0283203125,-0.0927734375,-1.03515625,0.25830078125,0.9755859375,-0.0380859375
1748188784.9564605,-0.025390625,-0.09130859375,-1.037109375,0.2626953125,0.986328125,-0.03662109375
1748188785.0092142,-0.02587890625,-0.087890625,-1.0361328125,0.265625,0.984375,-0.03515625
1748188785.0618296,-0.02734375,-0.091796875,-1.05224609375,0.26904296875,0.98974609375,-0.0322265625
1748188785.1145208,-0.02734375,-0.0927734375,-1.041015625,0.26708984375,0.98779296875,-0.03515625
1748188785.1675773,-0.02587890625,-0.095703125,-1.03369140625,0.265625,0.9794921875,-0.025390625
1748188785.2203662,-0.0302734375,-0.09033203125,-1.0390625,0.2607421875,0.98779296875,-0.037109375
1748188785.2731605,-0.02783203125,-0.08984375,-1.041015625,0.259765625,0.97802734375,-0.037109375
1748188785.3258567,-0.02783203125,-0.09228515625,-1.0419921875,0.255859375,0.98046875,-0.033203125
1748188785.378684,-0.02490234375,-0.0947265625,-1.05322265625,0.25732421875,0.98779296875,-0.03466796875
1748188785.4321194,-0.02880859375,-0.095703125,-1.05322265625,0.25927734375,0.98486328125,-0.029296875
1748188785.485314,-0.0341796875,-0.0927734375,-1.05126953125,0.2578125,0.98681640625,-0.0244140625
1748188785.5605965,-0.03515625,-0.09228515625,-1.0400390625,0.25048828125,0.97314453125,-0.03125
1748188785.6132276,-0.03759765625,-0.0966796875,-1.0439453125,0.25048828125,0.9853515625,-0.0244140625
1748188785.6658711,-0.0361328125,-0.09326171875,-1.04638671875,0.251953125,0.98291015625,-0.02978515625
1748188785.7186127,-0.0390625,-0.09423828125,-1.05029296875,0.25,0.98095703125,-0.0361328125
1748188786.059734,-0.03271484375,-0.091796875,-1.0439453125,0.251953125,0.99072265625,-0.02978515625
1748188786.1124067,-0.05126953125,-0.06005859375,-1.0458984375,0.25,0.97998046875,-0.02099609375
1748188786.1650012,-0.01318359375,-0.1083984375,-1.046875,0.26025390625,0.998046875,-0.02392578125
1748188786.2175827,-0.0302734375,-0.0908203125,-1.037109375,0.2587890625,0.98583984375,-0.03955078125
1748188786.2701669,-0.03271484375,-0.09765625,-1.041015625,0.2490234375,0.9697265625,-0.0380859375
1748188786.3227737,-0.021484375,-0.11328125,-1.05810546875,0.25927734375,0.982421875,-0.0341796875
1748188786.3754053,-0.033203125,-0.08447265625,-1.02734375,0.26025390625,0.986328125,-0.04296875
1748188786.4279897,-0.0302734375,-0.0869140625,-1.04931640625,0.26025390625,0.9912109375,-0.0322265625
1748188786.480666,-0.0419921875,-0.09716796875,-1.03271484375,0.26220703125,0.9775390625,-0.0322265625
1748188786.5332782,-0.0185546875,-0.1123046875,-1.06005859375,0.2626953125,0.98681640625,-0.03857421875
1748188786.586141,-0.02392578125,-0.09716796875,-1.05126953125,0.2646484375,0.9853515625,-0.04052734375
1748188786.6393745,-0.03125,-0.103515625,-1.02587890625,0.26611328125,0.97998046875,-0.037109375
1748188786.6921248,-0.0078125,-0.10546875,-1.04296875,0.26513671875,0.96923828125,-0.03173828125
1748188786.7447379,-0.03857421875,-0.0927734375,-1.0400390625,0.27392578125,0.99609375,-0.03466796875
1748188786.7974405,-0.0078125,-0.115234375,-1.06640625,0.26904296875,0.98486328125,-0.0380859375
1748188786.8500621,-0.03173828125,-0.10107421875,-1.04345703125,0.26611328125,0.97802734375,-0.041015625
1748188786.9027476,-0.00439453125,-0.11767578125,-1.04052734375,0.26123046875,0.98583984375,-0.041015625
1748188786.9553645,-0.01904296875,-0.080078125,-1.029296875,0.26025390625,0.98046875,-0.06103515625
1748188787.0079634,-0.01416015625,-0.0947265625,-1.0400390625,0.2607421875,0.97265625,-0.05712890625
1748188787.0608087,-0.00927734375,-0.08935546875,-1.0517578125,0.26904296875,0.9892578125,-0.05078125
1748188787.1134212,-0.017578125,-0.11181640625,-1.04248046875,0.2626953125,0.978515625,-0.05517578125
1748188787.165999,-0.0107421875,-0.10986328125,-1.0419921875,0.255859375,0.97998046875,-0.05859375
1748188787.2186542,-0.009765625,-0.1123046875,-1.048828125,0.26611328125,0.98681640625,-0.06103515625
1748188787.2714477,-0.02294921875,-0.12353515625,-1.0419921875,0.26220703125,0.98193359375,-0.06201171875
1748188787.3240464,-0.00341796875,-0.10400390625,-1.05322265625,0.2626953125,0.96875,-0.06494140625
1748188787.376861,0.00048828125,-0.11767578125,-1.025390625,0.26904296875,0.97998046875,-0.0693359375
1748188787.42953,-0.0146484375,-0.12841796875,-1.03857421875,0.26025390625,0.982421875,-0.0693359375
1748188787.4821565,-0.013671875,-0.11181640625,-1.03857421875,0.25732421875,0.9814453125,-0.07373046875
1748188787.5350366,0.001953125,-0.1171875,-1.05908203125,0.25146484375,0.982421875,-0.0703125
1748188787.5877461,-0.017578125,-0.1298828125,-1.03759765625,0.25341796875,0.97314453125,-0.07861328125
1748188787.640355,-0.01220703125,-0.14599609375,-1.02783203125,0.25048828125,0.97607421875,-0.0751953125
1748188787.693056,-0.00830078125,-0.13232421875,-1.0322265625,0.255859375,0.9736328125,-0.08251953125
1748188787.7456746,0.0087890625,-0.13818359375,-1.0419921875,0.2568359375,0.982421875,-0.08544921875
1748188787.7982867,-0.013671875,-0.1259765625,-1.04443359375,0.26171875,0.984375,-0.07666015625
1748188787.8508713,-0.01123046875,-0.11376953125,-1.04296875,0.263671875,0.98974609375,-0.0693359375
1748188787.9034832,-0.005859375,-0.11376953125,-1.05712890625,0.259765625,0.98583984375,-0.0673828125
1748188787.9563303,-0.025390625,-0.12841796875,-1.03759765625,0.25732421875,0.97900390625,-0.06201171875
1748188788.0091124,-0.009765625,-0.13037109375,-1.04541015625,0.255859375,0.97607421875,-0.06640625
1748188788.0617237,-0.00341796875,-0.11083984375,-1.0478515625,0.25927734375,0.97021484375,-0.064453125
1748188788.114528,-0.0107421875,-0.11865234375,-1.046875,0.255859375,0.97802734375,-0.0703125
1748188788.167229,-0.02099609375,-0.12548828125,-1.0361328125,0.25927734375,0.9853515625,-0.0595703125
1748188788.2202077,-0.0087890625,-0.11572265625,-1.0419921875,0.259765625,0.978515625,-0.06982421875
1748188788.27301,-0.01025390625,-0.1025390625,-1.04345703125,0.26513671875,0.9892578125,-0.06591796875
1748188788.325773,-0.02392578125,-0.13427734375,-1.03955078125,0.26025390625,0.984375,-0.06640625
1748188788.3787534,-0.017578125,-0.1083984375,-1.041015625,0.25244140625,0.9755859375,-0.0693359375
1748188788.4314294,-0.0126953125,-0.10498046875,-1.02978515625,0.25439453125,0.98046875,-0.0634765625
1748188788.48426,-0.0263671875,-0.12158203125,-1.03662109375,0.25537109375,0.97998046875,-0.06689453125
1748188788.5368881,-0.02392578125,-0.10302734375,-1.046875,0.2568359375,0.9833984375,-0.06396484375
1748188788.5896719,-0.02001953125,-0.10693359375,-1.0478515625,0.2548828125,0.98388671875,-0.05126953125
1748188788.6423302,-0.03515625,-0.1025390625,-1.04833984375,0.25390625,0.9892578125,-0.0546875
1748188788.6951358,-0.0263671875,-0.10693359375,-1.04296875,0.25341796875,0.98291015625,-0.0458984375
1748188788.747977,-0.033203125,-0.09130859375,-1.05224609375,0.25146484375,0.986328125,-0.0419921875
1748188788.8008332,-0.0302734375,-0.09375,-1.03759765625,0.24853515625,0.978515625,-0.04833984375
1748188788.8536332,-0.02392578125,-0.10498046875,-1.04541015625,0.24951171875,0.97314453125,-0.04345703125
1748188788.9062672,-0.03173828125,-0.09765625,-1.04638671875,0.25830078125,0.98876953125,-0.04150390625
1748188788.958817,-0.0234375,-0.10546875,-1.044921875,0.255859375,0.98681640625,-0.04052734375
1748188789.0115716,-0.0283203125,-0.1015625,-1.04541015625,0.2587890625,0.9755859375,-0.0361328125
1748188789.0642734,-0.0322265625,-0.095703125,-1.04248046875,0.26171875,0.98974609375,-0.03369140625
1748188789.116957,-0.02587890625,-0.09033203125,-1.04833984375,0.25537109375,0.9833984375,-0.0361328125
1748188789.169857,-0.037109375,-0.09521484375,-1.04736328125,0.251953125,0.97412109375,-0.0263671875
1748188789.2225766,-0.0361328125,-0.091796875,-1.05810546875,0.25927734375,0.98583984375,-0.03173828125
1748188789.2751024,-0.03466796875,-0.09130859375,-1.052734375,0.25,0.986328125,-0.03125
1748188789.3276885,-0.04296875,-0.08740234375,-1.05517578125,0.2529296875,0.9755859375,-0.021484375
1748188789.3804781,-0.03662109375,-0.0859375,-1.05322265625,0.255859375,0.99267578125,-0.0166015625
1748188789.4331565,-0.03857421875,-0.08544921875,-1.05126953125,0.2529296875,0.98046875,-0.03515625
1748188789.485838,-0.03369140625,-0.0888671875,-1.05322265625,0.2529296875,0.97509765625,-0.02294921875
1748188789.5385125,-0.033203125,-0.08740234375,-1.0458984375,0.26318359375,0.98486328125,-0.01953125
