Time,Axis_0_Value,Axis_1_Value
1744358981.2396696,1,2
1744358981.2397192,1,2
1744358981.239768,1,2
1744358981.239817,1,2
1744358981.2398655,1,2
1744358981.239918,1,2
1744358981.239968,1,2
1744358981.2400174,1,2
1744358981.2400928,1,2
1744358981.2401435,1,2
1744358981.2401934,1,2
1744358981.240242,1,2
1744358981.2404847,1,2
1744358981.2405448,1,2
1744358981.2405953,1,2
1744358981.2406445,1,2
1744358981.2406936,1,2
1744358981.2407427,1,2
1744358981.240791,1,2
1744358981.2409723,1,2
1744358981.2410362,1,2
1744358981.2410874,1,2
1744358981.2411366,1,2
1744358981.2411854,1,2
1744358981.2412348,1,2
1744358981.2412834,1,2
1744358981.2413325,1,2
1744358981.2413807,1,2
1744358981.2414303,1,2
1744358981.241479,1,2
1744358981.241527,1,2
1744358981.2415752,1,2
1744358981.2416246,1,2
1744358981.2416732,1,2
1744358981.2417216,1,2
1744358981.2417703,1,2
1744358981.2418194,1,2
1744358981.2418675,1,2
1744358981.2419167,1,2
1744358981.2419653,1,2
1744358981.2420547,1,2
1744358981.2421038,1,2
1744358981.2421525,1,2
1744358981.2422018,1,2
1744358981.2422512,1,2
1744358981.2422996,1,2
1744358981.242349,1,2
1744358981.2423983,1,2
1744358981.242447,1,2
1744358981.2424965,1,2
1744358981.2425451,1,2
1744358981.2425938,1,2
1744358981.2426448,1,2
1744358981.2426932,1,2
1744358981.2427418,1,2
1744358981.2427921,1,2
1744358981.2428424,1,2
1744358981.2428918,1,2
1744358981.242941,1,2
1744358981.2429914,1,2
1744358981.2430408,1,2
1744358981.24309,1,2
1744358981.243139,1,2
1744358981.2431874,1,2
1744358981.2432384,1,2
1744358981.2432873,1,2
1744358981.243336,1,2
1744358981.2433844,1,2
1744358981.243433,1,2
1744358981.243621,1,2
1744358981.2436905,1,2
1744358981.243744,1,2
1744358981.2437942,1,2
1744358981.243844,1,2
1744358981.2438962,1,2
1744358981.2439466,1,2
1744358981.2439997,1,2
1744358981.2440565,1,2
1744358981.2441401,1,2
1744358981.2441971,1,2
1744358981.2442465,1,2
1744358981.2442968,1,2
1744358981.2443466,1,2
1744358981.244396,1,2
1744358981.2444446,1,2
1744358981.2444928,1,2
1744358981.244542,1,2
1744358981.2445905,1,2
1744358981.2446427,1,2
1744358981.2446923,1,2
1744358981.244741,1,2
1744358981.2447896,1,2
1744358981.244837,1,2
1744358981.2448847,1,2
1744358981.2449324,1,2
1744358981.2449806,1,2
1744358981.2450285,1,2
1744358981.2450764,1,2
1744358981.2451246,1,2
1744358981.2451727,1,2
1744358981.2452204,1,2
1744358981.2452679,1,2
1744358981.2453163,1,2
1744358981.2453644,1,2
1744358981.2454135,1,2
1744358981.2454615,1,2
1744358981.2455096,1,2
1744358981.2455575,1,2
1744358981.2456055,1,2
1744358981.245654,1,2
1744358981.2457016,1,2
1744358981.2457492,1,2
1744358981.245797,1,2
1744358981.2458444,1,2
1744358981.2458925,1,2
1744358981.245941,1,2
1744358981.2460177,1,2
1744358981.24607,1,2
1744358981.2462246,1,2
1744358981.2462926,1,2
1744358981.2463446,1,2
1744358981.2463942,1,2
1744358981.2464435,1,2
1744358981.2464921,1,2
1744358981.2465408,1,2
1744358981.2465894,1,2
1744358981.246638,1,2
1744358981.2466865,1,2
1744358981.2467353,1,2
1744358981.2467844,1,2
1744358981.2468328,1,2
1744358981.246884,1,2
1744358981.246935,1,2
1744358981.246984,1,2
1744358981.247032,1,2
1744358981.2470796,1,2
1744358981.2471287,1,2
1744358981.247177,1,2
1744358981.247225,1,2
1744358981.247273,1,2
1744358981.247323,1,2
1744358981.2473717,1,2
1744358981.2474208,1,2
1744358981.2474697,1,2
1744358981.2475176,1,2
1744358981.2475657,1,2
1744358981.2476318,1,2
1744358981.247704,1,2
1744358981.2478364,1,2
1744358981.2478848,1,2
1744358981.2479348,1,2
1744358981.2479835,1,2
1744358981.2480314,1,2
1744358981.248079,1,2
1744358981.248127,1,2
1744358981.2481785,1,2
1744358981.2482274,1,2
1744358981.2482755,1,2
1744358981.2483275,1,2
1744358981.2483757,1,2
1744358981.248426,1,2
1744358981.2484741,1,2
1744358981.248523,1,2
1744358981.2485719,1,2
1744358981.2486207,1,2
1744358981.2486684,1,2
1744358981.2487164,1,2
1744358981.248765,1,2
1744358981.2490306,1,2
1744358981.2491162,1,2
1744358981.2491696,1,2
1744358981.2492194,1,2
1744358981.2492678,1,2
1744358981.2493165,1,2
1744358981.249365,1,2
1744358981.2494128,1,2
1744358981.2494612,1,2
1744358981.24951,1,2
1744358981.249558,1,2
1744358981.2496061,1,2
1744358981.249654,1,2
1744358981.2497025,1,2
1744358981.2497506,1,2
1744358981.2497988,1,2
1744358981.249852,1,2
1744358981.2499,1,2
1744358981.2499483,1,2
1744358981.2500346,1,2
1744358981.2500849,1,2
1744358981.2501328,1,2
1744358981.250181,1,2
1744358981.2502286,1,2
1744358981.2502766,1,2
1744358981.250325,1,2
1744358981.2503731,1,2
1744358981.2504213,1,2
1744358981.2504694,1,2
1744358981.250518,1,2
1744358981.250567,1,2
1744358981.2506156,1,2
1744358981.2506638,1,2
1744358981.2507124,1,2
1744358981.2507627,1,2
1744358981.2508106,1,2
1744358981.250859,1,2
1744358981.250907,1,2
1744358981.250955,1,2
1744358981.2510026,1,2
1744358981.2510505,1,2
1744358981.251098,1,2
1744358981.251146,1,2
1744358981.2511935,1,2
1744358981.251283,1,2
1744358981.2513316,1,2
1744358981.2513795,1,2
1744358981.2514272,1,2
1744358981.2516272,1,2
1744358981.25168,1,2
1744358981.251729,1,2
1744358981.251777,1,2
1744358981.251825,1,2
1744358981.2518735,1,2
1744358981.2519217,1,2
1744358981.25197,1,2
1744358981.2520182,1,2
1744358981.2520661,1,2
1744358981.2521145,1,2
1744358981.2521625,1,2
1744358981.2522104,1,2
1744358981.252259,1,2
1744358981.252307,1,2
1744358981.2523549,1,2
1744358981.2524028,1,2
1744358981.2524529,1,2
1744358981.252501,1,2
1744358981.2526193,1,2
1744358981.2526674,1,2
1744358981.252733,1,2
1744358981.2527835,1,2
1744358981.2528317,1,2
1744358981.2528799,1,2
1744358981.2529283,1,2
1744358981.2529774,1,2
1744358981.2530265,1,2
1744358981.2530806,1,2
1744358981.2531297,1,2
1744358981.2531781,1,2
1744358981.2532265,1,2
1744358981.2532756,1,2
1744358981.2533252,1,2
1744358981.2533746,1,2
1744358981.253424,1,2
1744358981.2534726,1,2
1744358981.2535217,1,2
1744358981.2535706,1,2
1744358981.2536194,1,2
1744358981.2536697,1,2
1744358981.2537198,1,2
1744358981.2537684,1,2
1744358981.2538173,1,2
1744358981.2538662,1,2
1744358981.2539155,1,2
1744358981.253965,1,2
1744358981.2540727,1,2
1744358981.2542508,1,2
1744358981.254305,1,2
1744358981.2543552,1,2
1744358981.2544057,1,2
1744358981.2544565,1,2
1744358981.2545075,1,2
1744358981.2545598,1,2
1744358981.2546396,1,2
1744358981.2546973,1,2
1744358981.254747,1,2
1744358981.254797,1,2
1744358981.254846,1,2
1744358981.2548947,1,2
1744358981.2549434,1,2
1744358981.2549925,1,2
1744358981.2550411,1,2
1744358981.2550926,1,2
1744358981.2551427,1,2
1744358981.2551918,1,2
1744358981.2552414,1,2
1744358981.255291,1,2
1744358981.255341,1,2
1744358981.25539,1,2
1744358981.255439,1,2
1744358981.2554877,1,2
1744358981.2555375,1,2
1744358981.2555869,1,2
1744358981.2556355,1,2
1744358981.2556837,1,2
1744358981.255732,1,2
1744358981.2557824,1,2
1744358981.2558315,1,2
1744358981.2558804,1,2
1744358981.2559292,1,2
1744358981.2559779,1,2
1744358981.256027,1,2
1744358981.2560756,1,2
1744358981.2561264,1,2
1744358981.2561767,1,2
1744358981.2562253,1,2
1744358981.2562737,1,2
1744358981.2563236,1,2
1744358981.2563725,1,2
1744358981.2564209,1,2
1744358981.2564714,1,2
1744358981.2565198,1,2
1744358981.2565691,1,2
1744358981.2566175,1,2
1744358981.2566667,1,2
1744358981.256717,1,2
1744358981.2569318,1,2
1744358981.2570188,1,2
1744358981.2570753,1,2
1744358981.2571263,1,2
1744358981.2571752,1,2
1744358981.2572246,1,2
1744358981.2572823,1,2
1744358981.2573316,1,2
1744358981.2573798,1,2
1744358981.2574277,1,2
1744358981.2574759,1,2
1744358981.2575243,1,2
1744358981.2575746,1,2
1744358981.2576234,1,2
1744358981.2576725,1,2
1744358981.2577205,1,2
1744358981.2577698,1,2
1744358981.2578182,1,2
1744358981.2578714,1,2
1744358981.2579217,1,2
1744358981.2580025,1,2
1744358981.2580621,1,2
1744358981.2581115,1,2
1744358981.2581604,1,2
1744358981.2582092,1,2
1744358981.2582583,1,2
1744358981.2583077,1,2
1744358981.2583573,1,2
1744358981.2584062,1,2
1744358981.2584555,1,2
1744358981.2585042,1,2
1744358981.2585528,1,2
1744358981.2586014,1,2
1744358981.2586503,1,2
1744358981.2586992,1,2
1744358981.2587488,1,2
1744358981.2587976,1,2
1744358981.2588522,1,2
1744358981.2589023,1,2
1744358981.2589514,1,2
1744358981.2590003,1,2
1744358981.2590485,1,2
1744358981.2591,1,2
1744358981.259152,1,2
1744358981.2592022,1,2
1744358981.2592504,1,2
1744358981.259299,1,2
1744358981.2593482,1,2
1744358981.2593977,1,2
1744358981.2595935,1,2
1744358981.2596593,1,2
1744358981.259711,1,2
1744358981.2597628,1,2
1744358981.259812,1,2
1744358981.2598612,1,2
1744358981.2599106,1,2
1744358981.2599607,1,2
1744358981.26001,1,2
1744358981.2603347,1,2
1744358981.2603912,1,2
1744358981.2604406,1,2
1744358981.2604895,1,2
1744358981.260538,1,2
1744358981.2605865,1,2
1744358981.260635,1,2
1744358981.260683,1,2
1744358981.2607334,1,2
1744358981.2607815,1,2
1744358981.2608297,1,2
1744358981.2608774,1,2
1744358981.2609253,1,2
1744358981.260974,1,2
1744358981.261022,1,2
1744358981.2610717,1,2
1744358981.2611203,1,2
1744358981.2611685,1,2
1744358981.2612169,1,2
1744358981.2612648,1,2
1744358981.2613127,1,2
1744358981.261361,1,2
1744358981.2614093,1,2
1744358981.261458,1,2
1744358981.2615066,1,2
1744358981.2615545,1,2
1744358981.2616026,1,2
1744358981.2616508,1,2
1744358981.2616987,1,2
1744358981.261747,1,2
1744358981.2617948,1,2
1744358981.2618432,1,2
1744358981.2618926,1,2
1744358981.2619405,1,2
1744358981.262028,1,2
1744358981.2622046,1,2
1744358981.2622578,1,2
1744358981.2623131,1,2
1744358981.2623675,1,2
1744358981.2624314,1,2
1744358981.2624905,1,2
1744358981.262539,1,2
1744358981.2625873,1,2
1744358981.262636,1,2
1744358981.2626839,1,2
1744358981.262732,1,2
1744358981.2627802,1,2
1744358981.2628284,1,2
1744358981.2628767,1,2
1744358981.262925,1,2
1744358981.2629726,1,2
1744358981.263021,1,2
1744358981.2630699,1,2
1744358981.2631185,1,2
1744358981.2631662,1,2
1744358981.2632143,1,2
1744358981.2632625,1,2
1744358981.2633107,1,2
1744358981.2633588,1,2
1744358981.2634065,1,2
1744358981.2634547,1,2
1744358981.263503,1,2
1744358981.263551,1,2
1744358981.263599,1,2
1744358981.2636518,1,2
1744358981.2637002,1,2
1744358981.2637486,1,2
1744358981.2637973,1,2
1744358981.2638454,1,2
1744358981.2638938,1,2
1744358981.2639415,1,2
1744358981.2639894,1,2
1744358981.2640378,1,2
1744358981.2640858,1,2
1744358981.2641342,1,2
1744358981.2641823,1,2
1744358981.2642336,1,2
1744358981.2642813,1,2
1744358981.2643294,1,2
1744358981.2643776,1,2
1744358981.264426,1,2
1744358981.264474,1,2
1744358981.2645218,1,2
1744358981.264571,1,2
1744358981.2646186,1,2
1744358981.2646668,1,2
1744358981.2647946,1,2
1744358981.2648482,1,2
1744358981.2648983,1,2
1744358981.264948,1,2
1744358981.2649968,1,2
1744358981.2650454,1,2
1744358981.2650962,1,2
1744358981.2651446,1,2
1744358981.2651927,1,2
1744358981.2652411,1,2
1744358981.2652895,1,2
1744358981.2653377,1,2
1744358981.2653859,1,2
1744358981.265435,1,2
1744358981.2654839,1,2
1744358981.2655323,1,2
1744358981.2655807,1,2
1744358981.2656286,1,2
1744358981.265677,1,2
1744358981.2657254,1,2
1744358981.2657738,1,2
1744358981.2658222,1,2
1744358981.265873,1,2
1744358981.2659216,1,2
1744358981.2659912,1,2
1744358981.2660503,1,2
1744358981.2660997,1,2
1744358981.2661495,1,2
1744358981.2661996,1,2
1744358981.2662485,1,2
1744358981.266297,1,2
1744358981.2663453,1,2
1744358981.266394,1,2
1744358981.266443,1,2
1744358981.2664914,1,2
1744358981.2665412,1,2
1744358981.2665913,1,2
1744358981.26664,1,2
1744358981.2666886,1,2
1744358981.2667363,1,2
1744358981.2667854,1,2
1744358981.2668338,1,2
1744358981.2668893,1,2
1744358981.266939,1,2
1744358981.266987,1,2
1744358981.2670352,1,2
1744358981.267084,1,2
1744358981.267134,1,2
1744358981.2672107,1,2
1744358981.2673135,1,2
1744358981.2674093,1,2
1744358981.267458,1,2
1744358981.2677348,1,2
1744358981.2678034,1,2
1744358981.2678576,1,2
1744358981.2679067,1,2
1744358981.267957,1,2
1744358981.2680075,1,2
1744358981.2680569,1,2
1744358981.2681067,1,2
1744358981.2681556,1,2
1744358981.2682078,1,2
1744358981.2682638,1,2
1744358981.2683134,1,2
1744358981.268364,1,2
1744358981.2684157,1,2
1744358981.268466,1,2
1744358981.2685146,1,2
1744358981.2685678,1,2
1744358981.2686229,1,2
1744358981.2686746,1,2
1744358981.2687252,1,2
1744358981.2687752,1,2
1744358981.2688248,1,2
1744358981.2688737,1,2
1744358981.2689226,1,2
1744358981.2689729,1,2
1744358981.2690234,1,2
1744358981.2690725,1,2
1744358981.2691224,1,2
1744358981.2691813,1,2
1744358981.2693346,1,2
1744358981.2693987,1,2
1744358981.2694504,1,2
1744358981.2694995,1,2
1744358981.2695525,1,2
1744358981.2696111,1,2
1744358981.2696624,1,2
1744358981.2697153,1,2
1744358981.269765,1,2
1744358981.2698162,1,2
1744358981.269866,1,2
1744358981.2699146,1,2
1744358981.269967,1,2
1744358981.270092,1,2
1744358981.2701414,1,2
1744358981.2705078,1,2
1744358981.2706127,1,2
1744358981.2706685,1,2
1744358981.2707207,1,2
1744358981.2707741,1,2
1744358981.2708237,1,2
1744358981.2708726,1,2
1744358981.2709262,1,2
1744358981.2709768,1,2
1744358981.271027,1,2
1744358981.2710774,1,2
1744358981.2711277,1,2
1744358981.2711778,1,2
1744358981.271228,1,2
1744358981.2712781,1,2
1744358981.2713306,1,2
1744358981.2713802,1,2
1744358981.2714317,1,2
1744358981.2714965,1,2
1744358981.2715483,1,2
1744358981.2715995,1,2
1744358981.2716513,1,2
1744358981.2717001,1,2
1744358981.271749,1,2
1744358981.2717967,1,2
1744358981.271845,1,2
1744358981.2718933,1,2
1744358981.2719412,1,2
1744358981.2719886,1,2
1744358981.2720368,1,2
1744358981.272131,1,2
1744358981.2722642,1,2
1744358981.272313,1,2
1744358981.2723613,1,2
1744358981.2724094,1,2
1744358981.2724574,1,2
1744358981.2725067,1,2
1744358981.272555,1,2
1744358981.2726026,1,2
1744358981.272651,1,2
1744358981.272701,1,2
1744358981.2729483,1,2
1744358981.2730207,1,2
1744358981.2730708,1,2
1744358981.2731192,1,2
1744358981.2731676,1,2
1744358981.273216,1,2
1744358981.2732644,1,2
1744358981.2733126,1,2
1744358981.2733617,1,2
1744358981.2734134,1,2
1744358981.273462,1,2
1744358981.2735105,1,2
1744358981.2735589,1,2
1744358981.2736065,1,2
1744358981.2736554,1,2
1744358981.2737033,1,2
1744358981.2737513,1,2
1744358981.273799,1,2
1744358981.2738469,1,2
1744358981.273895,1,2
1744358981.2739427,1,2
1744358981.2740304,1,2
1744358981.2740827,1,2
1744358981.2741313,1,2
1744358981.2741802,1,2
1744358981.2742283,1,2
1744358981.274276,1,2
1744358981.274324,1,2
1744358981.2743714,1,2
1744358981.2744195,1,2
1744358981.2744672,1,2
1744358981.2745152,1,2
1744358981.2745633,1,2
1744358981.274611,1,2
1744358981.274659,1,2
1744358981.2747066,1,2
1744358981.2747545,1,2
1744358981.2748024,1,2
1744358981.2748504,1,2
1744358981.2748983,1,2
1744358981.274946,1,2
1744358981.274994,1,2
1744358981.2750423,1,2
1744358981.2750902,1,2
1744358981.275138,1,2
1744358981.2751865,1,2
1744358981.2752357,1,2
1744358981.2752838,1,2
1744358981.275415,1,2
1744358981.2754729,1,2
1744358981.2755225,1,2
1744358981.2755718,1,2
1744358981.2756197,1,2
1744358981.2756677,1,2
1744358981.2757154,1,2
1744358981.275763,1,2
1744358981.2758105,1,2
1744358981.2758584,1,2
1744358981.275906,1,2
1744358981.2759533,1,2
1744358981.2760017,1,2
1744358981.2760499,1,2
1744358981.2760978,1,2
1744358981.276146,1,2
1744358981.2761939,1,2
1744358981.2762423,1,2
1744358981.27629,1,2
1744358981.2763379,1,2
1744358981.2763858,1,2
1744358981.2764342,1,2
1744358981.2764823,1,2
1744358981.276531,1,2
1744358981.2765796,1,2
1744358981.2766275,1,2
1744358981.2766757,1,2
1744358981.2767239,1,2
1744358981.276772,1,2
1744358981.27682,1,2
1744358981.2768679,1,2
1744358981.276916,1,2
1744358981.2769642,1,2
1744358981.277012,1,2
1744358981.2770612,1,2
1744358981.277111,1,2
1744358981.2771611,1,2
1744358981.2772117,1,2
1744358981.2772608,1,2
1744358981.2773087,1,2
1744358981.2773569,1,2
1744358981.2774048,1,2
1744358981.277453,1,2
1744358981.277501,1,2
1744358981.277549,1,2
1744358981.277597,1,2
1744358981.2776446,1,2
1744358981.2776933,1,2
1744358981.277741,1,2
1744358981.2777889,1,2
1744358981.2778373,1,2
1744358981.2778854,1,2
1744358981.2779334,1,2
1744358981.2780786,1,2
1744358981.2781396,1,2
1744358981.2781885,1,2
1744358981.278237,1,2
1744358981.2782848,1,2
1744358981.2783327,1,2
1744358981.2783809,1,2
1744358981.2784283,1,2
1744358981.2784762,1,2
1744358981.2785244,1,2
1744358981.2785723,1,2
1744358981.2786205,1,2
1744358981.2786689,1,2
1744358981.278717,1,2
1744358981.2787647,1,2
1744358981.2788126,1,2
1744358981.2788608,1,2
1744358981.278909,1,2
1744358981.278957,1,2
1744358981.2790048,1,2
1744358981.279053,1,2
1744358981.2791011,1,2
1744358981.279149,1,2
1744358981.2791975,1,2
1744358981.2792459,1,2
1744358981.279294,1,2
1744358981.2793422,1,2
1744358981.2793899,1,2
1744358981.2794397,1,2
1744358981.279488,1,2
1744358981.2795384,1,2
1744358981.2795877,1,2
1744358981.279636,1,2
1744358981.279684,1,2
1744358981.2797322,1,2
1744358981.2797804,1,2
1744358981.2800906,1,2
1744358981.2801473,1,2
1744358981.2801967,1,2
1744358981.2802458,1,2
1744358981.2802937,1,2
1744358981.280342,1,2
1744358981.280391,1,2
1744358981.2804396,1,2
1744358981.2804885,1,2
1744358981.2805374,1,2
1744358981.280586,1,2
1744358981.2806337,1,2
