Time,Goal_Position_0,Goal_Position_1,Present_Position_0,Present_Position_1
1746284801.9246557,147446.20290305986,-16366.528522239645,57755,-15908
1746284801.9566064,150292.761516526,-16682.496528334384,67171,-16410
1746284801.988475,151620.45219620015,-16829.870193778217,76944,-16708
1746284802.020473,151425.9728102335,-16808.28298193592,86085,-16826
1746284802.0527046,149685.8066453636,-16615.124537635358,95562,-16804
1746284802.084479,146466.11308108587,-16257.738552000534,105024,-16572
1746284802.1165047,141747.09475165472,-15733.927517433673,114444,-16208
1746284802.1484678,135608.81793650045,-15052.578790951551,123714,-15673
1746284802.1806886,128086.43509295683,-14217.594295318208,130919,-14979
1746284802.2124696,119284.22191882733,-13240.548632989832,136270,-14162
1746284802.2447352,109265.34888926643,-12128.453726708574,139812,-13176
1746284802.2767231,98139.1944114862,-10893.450579674967,141486,-12144
1746284802.3086638,86019.34165019888,-9548.146923172077,141376,-10877
1746284802.340537,73042.48715517372,-8107.716074224282,139360,-9616
1746284802.3726518,59275.063046955,-6579.531998212005,135217,-8187
1746284802.40447,45041.53562502491,-4999.610454377765,129454,-6720
1746284802.4364548,30276.958002846968,-3360.7423383160135,123655,-5111
1746284802.4685466,15193.690723282882,-1686.4996702843998,112734,-3525
1746284802.5004299,-14.660289609363295,1.6272921466393258,103386,-1877
1746284802.5326245,-15253.845105878256,1693.1768067524865,94019,-146
1746284802.5646613,-30407.23755890089,3375.203369037999,84569,1453
1746284802.5964415,-45087.546959458916,5004.71771249994,75043,3171
1746284802.6284611,-59402.56323333368,6593.684518900039,65702,4845
1746284802.6609235,-73226.39701144854,8128.130068270788,56225,6420
1746284802.6924489,-86082.80290538691,9555.191122497947,46772,7983
1746284802.7247996,-98315.28388201197,10912.99651090333,37314,9471
1746284802.7564826,-109313.35723591805,12133.782653186905,27864,10828
1746284802.7885497,-119341.93101897559,13246.954343106292,18413,12152
1746284802.820482,-128121.08640284622,14221.44059071593,8946,13247
1746284802.8524377,-135624.81980670587,15054.354998544351,-468,14283
1746284802.8844442,-141769.3368858135,15736.396394325298,-9966,15104
1746284802.9164524,-146478.5954512462,16259.124095088326,-19389,15799
1746284802.9484653,-149711.0512623643,16617.926690122436,-28860,16310
1746284802.9804585,-151428.89219470756,16808.60703361254,-38297,16642
1746284803.0123873,-151619.1708897617,16829.72796876355,-47739,16832
1746284803.0444403,-150277.0833361146,16680.75625030872,-57214,16814
1746284803.0766315,-147418.25421945332,16363.42621835932,-66627,16649
1746284803.1084182,-143073.67641341954,15881.178081889568,-76115,16307
1746284803.1405823,-137247.35645312446,15234.456566296814,-85531,15823
1746284803.1724267,-130104.81870519745,14441.634876276918,-95300,15176
1746284803.204627,-121580.4768386249,13495.432929087365,-102667,14349
1746284803.2365148,-111880.36927704375,12418.720989751857,-113722,13467
1746284803.2685688,-101018.10891060186,11213.010089076806,-120353,12357
1746284803.3004699,-89171.32636742164,9898.017226783802,-125371,11251
1746284803.3325026,-76398.9937288631,8480.288303903804,-128158,9904
1746284803.3645484,-62834.89814030939,6974.673693574343,-129823,8573
1746284803.3965101,-48666.89799058905,5402.025676955384,-129526,7083
1746284803.4285126,-34002.24746475524,3774.2494685878314,-127156,5521
1746284803.4604619,-19006.382738947723,2109.7084840231973,-122889,3925
1746284803.4927223,-3771.9652580372926,418.6881436421395,-116836,2288
1746284803.5244422,11432.136391290722,-1268.9671394332702,-108935,647
1746284803.5566006,26630.237388745398,-2955.956350150739,-99474,-1077
1746284803.5885065,41427.65288017396,-4598.46946969931,-91863,-2748
1746284803.620509,55884.28524661504,-6203.155662374269,-80788,-4437
1746284803.6524844,69745.4892256296,-7741.749304044885,-71302,-6041
1746284803.685999,83453.95442748275,-9263.388941450585,-61800,-7602
1746284803.7164974,95264.206694866,-10574.326943130127,-52404,-9058
1746284803.7485197,106643.44234670399,-11837.422100484144,-41745,-10566
1746284803.780523,116925.61731443048,-12978.743521901784,-35257,-11798
1746284803.812491,126029.8455137566,-13989.312852026984,-25794,-13008
1746284803.8444765,133873.36090193986,-14859.943060115324,-16360,-14020
1746284803.876637,140364.0959995636,-15580.41465595156,-6887,-14924
1746284803.9086697,145441.34124125887,-16143.988877779733,2539,-15626
1746284803.9404972,149044.3984525112,-16543.928228228742,13752,-16183
1746284803.9726024,151146.225079352,-16777.230983808073,21453,-16582
1746284804.0044758,151714.81549989586,-16840.34452048844,32636,-16803
1746284804.0364726,150755.91752348485,-16733.90684510682,40370,-16818
1746284804.068469,148276.69969630198,-16458.71366628952,51542,-16724
1746284804.1004758,144300.93097687972,-16017.403338433649,59269,-16402
1746284804.132462,138862.3156066616,-15413.717032339438,70470,-15963
1746284804.164472,132021.62615217577,-14654.40050289151,78143,-15358
1746284804.1964846,123851.42244651605,-13747.507891563282,87610,-14558
1746284804.2284899,114434.2036258498,-12702.196602469328,97038,-13696
1746284804.2605135,103843.07205226528,-11526.580997801448,106246,-12659
1746284804.292479,92227.50806199085,-10237.253394880985,113354,-11519
1746284804.3245957,79689.69863984468,-8845.556549022758,118606,-10268
1746284804.356464,66315.43843518701,-7361.013666305757,122486,-8917
1746284804.3886414,52209.69047244079,-5795.275642440927,123711,-7451
1746284804.4204953,37706.95693148061,-4185.472219394348,123184,-5922
1746284804.4524784,22780.515138112965,-2528.637180330539,120708,-4328
1746284804.4845102,7611.176847530157,-844.8406300758475,117237,-2706
1746284804.5164614,-7629.337204807967,846.8564297336843,110173,-1030
1746284804.5484948,-22795.907985707458,2530.3457864135275,102102,644
1746284804.580503,-37751.42763315218,4190.408467279893,92613,2337
1746284804.612457,-52298.77938043482,5805.164511228265,83318,4014
1746284804.6444755,-66336.59634658949,7363.362194471432,73624,5631
1746284804.6764152,-79681.96179194778,8844.697758906203,66213,7221
1746284804.7089345,-92421.22499584606,10258.755974538914,54987,8739
1746284804.740605,-103868.00998109956,11529.349107902051,45582,10143
1746284804.7724757,-114437.78547329025,12702.594187535218,36124,11514
1746284804.8047762,-123902.2135349026,13753.14570237419,28416,12692
1746284804.8364851,-132048.66932149153,14657.402294685558,16914,13788
1746284804.8684077,-138866.436948197,15414.174501249865,7742,14706
1746284804.9004116,-144300.12323015797,16017.313678547534,-1693,15473
1746284804.9323776,-148275.15725131612,16458.542454896087,-9399,16082
1746284804.9644365,-150758.4063380438,16734.18310352286,-20591,16485
1746284804.99641,-151714.97197922488,16840.361889693962,-30053,16777
1746284805.0284033,-151140.82839423508,16776.631951760097,-39514,16819
1746284805.0604746,-149034.8798071319,16542.87165859164,-48940,16762
1746284805.092573,-145426.6036335712,16142.353003326405,-56643,16489
