Time,Goal_Position_0,Goal_Position_1,Present_Position_0,Present_Position_1
1746285667.042092,-150430.53626661532,16697.7895255943,-53409,16827
1746285667.0743785,-147656.97386960525,16389.924099526183,-61711,16779
1746285667.1061065,-143449.41164856675,15922.884692990909,-71131,16517
1746285667.13826,-137730.39119092244,15288.07342219239,-80613,15905
1746285667.1700618,-130691.52391441444,14506.759154500003,-90092,15232
1746285667.2022734,-122300.13852251075,13575.315375998694,-99535,14416
1746285667.2340767,-112660.9391900207,12505.364250092298,-109680,13534
1746285667.266066,-101901.54064181313,11311.071011241258,-113051,12110
1746285667.2984326,-90095.33312757396,10000.58197716071,-112067,11069
1746285667.330068,-77388.78373808216,8590.15499492712,-109368,10078
1746285667.362234,-63918.674795364146,7094.97290228542,-106223,8633
1746285667.394187,-49765.44445674715,5523.964334698934,-100491,7059
1746285667.4261792,-35088.38084079474,3894.810273328216,-90891,5647
1746285667.4580107,-20163.64375198133,2238.1644564699277,-81769,4074
1746285667.4900746,-4948.95858161991,549.33440255981,-71337,2373
1746285667.52202,10271.954949420764,-1140.1869993857047,-63227,757
1746285667.5541718,25494.217371240444,-2829.8581282076893,-53813,-938
1746285667.5859823,40295.20944689148,-4472.768248604954,-44414,-2607
1746285667.6180446,54798.931013041605,-6082.681342447619,-35016,-4295
1746285667.6499524,68697.79507473028,-7625.455253295061,-25498,-5913
1746285667.682073,81935.7379925526,-9094.866917173338,-16024,-7492
1746285667.7165534,95265.17967306479,-10574.434943710192,-5433,-8971
1746285667.7461274,105781.07940890563,-11741.699814388525,2867,-10364
1746285667.778094,116162.94399761093,-12894.086783734814,12311,-11770
1746285667.8099523,125371.24744742634,-13916.208466664324,21747,-12886
1746285667.8422093,133364.19811984026,-14803.42599130227,31242,-13952
1746285667.8741128,139910.80465853235,-15530.09931709709,40673,-14846
1746285667.9060848,145094.38430348967,-16105.476657687352,50158,-15588
1746285667.937912,148813.3816659218,-16518.28536491732,59620,-16145
1746285667.9699214,151032.3979201794,-16764.596169139917,69089,-16575
1746285668.002085,151724.94478881807,-16841.468871558805,78555,-16794
1746285668.0339315,150885.73315896367,-16748.316380644967,88037,-16846
1746285668.06593,148522.93423480497,-16486.04570006335,97826,-16803
1746285668.0979304,144660.58178321942,-16057.324577937356,106979,-16604
1746285668.1301663,139336.35735067527,-15466.335665924957,115263,-16026
1746285668.161906,132610.25891031933,-14719.738739045446,125441,-15406
1746285668.1940436,124537.08861736882,-13823.616836527939,131630,-14512
1746285668.2259822,115196.15686758167,-12786.773412301565,132145,-13374
1746285668.2580802,104668.98853764984,-11618.257727679133,129316,-12677
1746285668.2900922,93117.89563566,-10336.086415558259,125260,-11616
1746285668.3219826,80660.8953054794,-8953.359378908213,119402,-10278
1746285668.3539221,67384.91333819593,-7479.725380539748,112546,-8946
1746285668.3859236,53400.17565979252,-5927.41949823697,101835,-7577
1746285668.4178894,38888.31577280444,-4316.603050781292,92668,-6080
